item name,size,colour,shape,status
Pomegranate,small,irregular,round,organic
Carrot,large,vibrant,oval,fertilized
Onion,medium,neutral,irregular,organic
Banana,large,dull,irregular,organic
Carrot,large,dull,elongated,organic
Beetroot,medium,neutral,irregular,organic
Orange,large,vibrant,oval,fertilized
Onion,small,dull,irregular,organic
Banana,large,vibrant,oval,fertilized
Grapes,medium,vibrant,elongated,fertilized
Brinjal,large,neutral,elongated,organic
Ivy gourd,large,vibrant,oval,fertilized
Apple,large,vibrant,oval,fertilized
Apple,medium,neutral,elongated,organic
Sapota,medium,dull,round,organic
Mango,medium,dull,round,organic
Beetroot,large,neutral,round,fertilized
Orange,large,vibrant,round,fertilized
Banana,large,vibrant,round,fertilized
Papaya,medium,dull,irregular,fertilized
Apple,small,vibrant,round,organic
Banana,large,vibrant,oval,fertilized
Sapota,small,irregular,round,organic
Carrot,medium,neutral,irregular,fertilized
Sapota,small,dull,oval,organic
Mango,medium,dull,oval,organic
Pomegranate,large,vibrant,round,fertilized
Sapota,large,vibrant,round,fertilized
Banana,medium,vibrant,oval,organic
Grapes,medium,vibrant,oval,fertilized
Orange,large,neutral,oval,fertilized
Garlic,large,vibrant,round,fertilized
Orange,medium,dull,round,organic
Carrot,small,neutral,irregular,organic
Orange,small,neutral,round,organic
Guava,medium,vibrant,oval,fertilized
Beetroot,large,vibrant,oval,fertilized
Sapota,medium,neutral,oval,fertilized
Beetroot,small,dull,round,organic
Orange,large,dull,oval,fertilized
Pomegranate,medium,irregular,oval,fertilized
Grapes,small,dull,irregular,organic
Mango,small,dull,round,fertilized
Ivy gourd,large,dull,round,fertilized
Onion,large,vibrant,oval,fertilized
Guava,small,dull,oval,organic
Grapes,medium,neutral,irregular,organic
Garlic,small,dull,oval,organic
Ivy gourd,medium,dull,oval,organic
Beetroot,small,neutral,oval,fertilized
Papaya,large,irregular,oval,fertilized
Orange,small,neutral,oval,organic
Apple,medium,dull,oval,organic
Pomegranate,medium,irregular,oval,organic
Sapota,medium,vibrant,irregular,organic
Garlic,large,neutral,elongated,organic
Banana,medium,irregular,oval,fertilized
Beetroot,large,dull,round,organic
Apple,medium,dull,irregular,organic
Garlic,small,irregular,round,fertilized
Sapota,large,vibrant,oval,fertilized
Beetroot,large,neutral,irregular,fertilized
Guava,medium,dull,round,organic
Onion,medium,neutral,irregular,fertilized
Apple,medium,dull,round,organic
Carrot,small,neutral,irregular,organic
Brinjal,small,vibrant,round,fertilized
Papaya,medium,dull,round,organic
Apple,medium,dull,round,organic
Beetroot,small,neutral,round,organic
Banana,small,dull,round,organic
Brinjal,medium,neutral,irregular,organic
Guava,medium,irregular,oval,organic
Guava,large,vibrant,oval,fertilized
Sapota,medium,dull,oval,organic
Guava,medium,dull,oval,organic
Guava,medium,dull,oval,organic
Apple,large,vibrant,oval,fertilized
Apple,large,vibrant,round,fertilized
Papaya,large,vibrant,round,fertilized
Mango,medium,vibrant,round,fertilized
Sapota,small,vibrant,irregular,fertilized
Carrot,small,vibrant,elongated,organic
Pomegranate,small,irregular,round,organic
Garlic,medium,dull,oval,organic
Garlic,medium,dull,elongated,organic
Onion,large,vibrant,oval,fertilized
Orange,large,dull,round,organic
Guava,medium,neutral,irregular,organic
Garlic,small,neutral,irregular,organic
Orange,large,vibrant,round,fertilized
Pomegranate,small,irregular,elongated,organic
Papaya,medium,irregular,elongated,organic
Pomegranate,small,vibrant,round,organic
Orange,medium,irregular,elongated,organic
Sapota,small,vibrant,oval,organic
Ivy gourd,large,vibrant,round,fertilized
Brinjal,large,neutral,round,organic
Carrot,medium,vibrant,elongated,organic
Grapes,medium,vibrant,oval,fertilized
Apple,medium,dull,elongated,organic
Onion,large,vibrant,round,fertilized
Sapota,small,irregular,oval,organic
Ivy gourd,medium,vibrant,elongated,organic
Mango,large,vibrant,round,fertilized
Papaya,large,neutral,oval,organic
Mango,medium,vibrant,oval,fertilized
Carrot,medium,dull,irregular,organic
Onion,large,vibrant,irregular,fertilized
Pomegranate,small,dull,irregular,organic
Beetroot,medium,vibrant,round,fertilized
Ivy gourd,medium,neutral,irregular,organic
Grapes,medium,neutral,elongated,organic
Grapes,large,dull,round,fertilized
Onion,large,dull,round,fertilized
Papaya,large,neutral,round,fertilized
Guava,large,vibrant,elongated,organic
Banana,medium,vibrant,oval,fertilized
Onion,medium,vibrant,oval,fertilized
Beetroot,medium,vibrant,irregular,fertilized
Sapota,medium,vibrant,round,fertilized
Brinjal,small,neutral,irregular,organic
Banana,medium,irregular,oval,fertilized
Papaya,medium,irregular,elongated,organic
Beetroot,small,neutral,oval,organic
Papaya,medium,vibrant,round,fertilized
Garlic,medium,vibrant,oval,organic
Papaya,medium,irregular,oval,organic
Guava,large,vibrant,round,fertilized
Garlic,small,vibrant,oval,fertilized
Brinjal,large,neutral,round,organic
Garlic,medium,dull,oval,fertilized
Beetroot,medium,dull,oval,organic
Sapota,large,vibrant,elongated,fertilized
Mango,small,dull,irregular,organic
Brinjal,medium,dull,round,fertilized
Ivy gourd,small,dull,oval,organic
Sapota,small,vibrant,oval,fertilized
Onion,medium,irregular,oval,organic
Pomegranate,large,vibrant,oval,fertilized
Mango,medium,vibrant,oval,fertilized
Orange,large,vibrant,oval,fertilized
Sapota,medium,vibrant,oval,fertilized
Brinjal,medium,neutral,round,organic
Garlic,medium,irregular,elongated,organic
Apple,large,irregular,round,organic
Onion,medium,vibrant,oval,fertilized
Papaya,medium,dull,round,organic
Ivy gourd,medium,irregular,oval,organic
Pomegranate,medium,irregular,round,fertilized
Papaya,large,irregular,oval,fertilized
Banana,medium,neutral,round,organic
Garlic,medium,dull,oval,organic
Beetroot,medium,vibrant,round,fertilized
Orange,large,neutral,round,organic
Apple,large,vibrant,oval,fertilized
Mango,medium,dull,irregular,organic
Banana,large,vibrant,oval,fertilized
Apple,small,neutral,irregular,organic
Brinjal,medium,dull,irregular,organic
Ivy gourd,large,vibrant,oval,fertilized
Papaya,medium,dull,elongated,organic
Beetroot,large,neutral,oval,fertilized
Apple,large,vibrant,irregular,fertilized
Mango,large,neutral,elongated,fertilized
Brinjal,small,irregular,irregular,organic
Sapota,medium,neutral,oval,fertilized
Pomegranate,small,vibrant,round,fertilized
Beetroot,medium,vibrant,round,organic
Grapes,large,vibrant,oval,fertilized
Mango,small,dull,irregular,organic
Onion,medium,vibrant,round,fertilized
Carrot,small,vibrant,round,fertilized
Grapes,large,vibrant,round,fertilized
Ivy gourd,small,dull,round,fertilized
Onion,large,vibrant,oval,fertilized
Mango,small,dull,irregular,organic
Papaya,medium,vibrant,oval,fertilized
Papaya,medium,dull,round,fertilized
Brinjal,small,neutral,elongated,organic
Apple,small,dull,irregular,organic
Pomegranate,medium,vibrant,oval,fertilized
Carrot,large,vibrant,irregular,fertilized
Grapes,small,dull,oval,organic
Grapes,large,vibrant,irregular,fertilized
Orange,large,vibrant,round,fertilized
Beetroot,medium,neutral,irregular,organic
Ivy gourd,large,vibrant,oval,fertilized
Sapota,small,neutral,elongated,organic
Apple,medium,dull,round,organic
Pomegranate,large,neutral,irregular,organic
Sapota,small,vibrant,elongated,organic
Guava,small,dull,oval,organic
Grapes,large,vibrant,oval,fertilized
Orange,medium,dull,round,organic
Garlic,medium,irregular,oval,fertilized
Beetroot,medium,irregular,round,fertilized
Sapota,large,vibrant,elongated,fertilized
Onion,medium,dull,elongated,organic
Pomegranate,small,vibrant,round,organic
Pomegranate,small,dull,elongated,organic
Sapota,medium,neutral,oval,fertilized
Banana,medium,dull,irregular,organic
Orange,medium,neutral,oval,fertilized
Mango,large,vibrant,oval,fertilized
Ivy gourd,medium,dull,irregular,organic
Garlic,small,dull,oval,organic
Garlic,medium,neutral,elongated,organic
Carrot,medium,dull,elongated,fertilized
Beetroot,small,dull,oval,organic
Garlic,small,dull,round,organic
Orange,large,vibrant,oval,fertilized
Grapes,small,irregular,round,organic
Pomegranate,large,irregular,round,fertilized
Garlic,small,neutral,round,organic
Carrot,large,dull,round,organic
Banana,small,dull,round,organic
Guava,small,neutral,elongated,organic
Apple,medium,dull,round,organic
Pomegranate,small,dull,elongated,organic
Apple,small,dull,irregular,organic
Orange,small,dull,oval,organic
Sapota,large,neutral,oval,fertilized
Orange,large,vibrant,oval,fertilized
Ivy gourd,small,irregular,irregular,organic
Papaya,medium,vibrant,oval,fertilized
Banana,medium,dull,round,organic
Mango,large,vibrant,elongated,fertilized
Sapota,small,vibrant,oval,fertilized
Brinjal,small,irregular,round,organic
Carrot,large,vibrant,oval,fertilized
Sapota,large,irregular,oval,fertilized
Pomegranate,small,neutral,oval,organic
Banana,medium,vibrant,oval,fertilized
Onion,small,irregular,oval,organic
Mango,small,neutral,elongated,organic
Pomegranate,small,dull,irregular,organic
Banana,medium,dull,elongated,organic
Brinjal,large,vibrant,elongated,fertilized
Papaya,medium,dull,elongated,organic
Ivy gourd,small,vibrant,oval,organic
Apple,large,dull,oval,fertilized
Apple,medium,dull,round,organic
Pomegranate,small,dull,round,organic
Grapes,large,dull,elongated,organic
Brinjal,medium,dull,round,organic
Guava,small,neutral,elongated,organic
Onion,medium,dull,irregular,organic
Ivy gourd,small,neutral,elongated,organic
Apple,medium,vibrant,round,fertilized
Papaya,small,vibrant,round,fertilized
Pomegranate,large,vibrant,round,fertilized
Brinjal,medium,neutral,irregular,organic
Brinjal,small,irregular,round,fertilized
Guava,large,vibrant,oval,fertilized
Orange,medium,vibrant,oval,organic
Beetroot,small,neutral,oval,organic
Sapota,large,vibrant,oval,fertilized
Beetroot,large,vibrant,elongated,fertilized
Guava,medium,vibrant,round,fertilized
Brinjal,large,vibrant,oval,fertilized
Ivy gourd,medium,neutral,oval,organic
Grapes,medium,vibrant,irregular,fertilized
Brinjal,small,irregular,round,fertilized
Onion,medium,dull,oval,organic
Carrot,large,neutral,round,fertilized
Papaya,large,vibrant,oval,fertilized
Orange,small,neutral,elongated,organic
Beetroot,medium,vibrant,elongated,fertilized
Ivy gourd,small,dull,oval,organic
Onion,small,dull,irregular,organic
Orange,medium,vibrant,oval,fertilized
Beetroot,small,dull,oval,organic
Garlic,small,vibrant,irregular,organic
Sapota,large,dull,elongated,organic
Garlic,small,dull,elongated,organic
Apple,large,vibrant,round,fertilized
Mango,medium,neutral,round,fertilized
Brinjal,large,vibrant,round,fertilized
Beetroot,large,vibrant,irregular,fertilized
Grapes,medium,vibrant,round,fertilized
Guava,small,dull,oval,organic
Pomegranate,large,vibrant,round,fertilized
Ivy gourd,large,vibrant,round,fertilized
Mango,medium,neutral,round,organic
Banana,small,dull,oval,organic
Papaya,small,dull,round,organic
Beetroot,large,vibrant,round,fertilized
Banana,medium,irregular,round,fertilized
Guava,small,dull,round,organic
Sapota,small,neutral,irregular,organic
Brinjal,large,vibrant,oval,fertilized
Ivy gourd,small,dull,oval,organic
Carrot,large,vibrant,round,fertilized
Ivy gourd,medium,vibrant,round,fertilized
Mango,large,vibrant,round,fertilized
Pomegranate,large,vibrant,round,fertilized
Apple,large,dull,elongated,organic
Beetroot,medium,vibrant,round,fertilized
Carrot,medium,irregular,irregular,organic
Garlic,medium,vibrant,round,organic
Mango,large,vibrant,oval,fertilized
Papaya,small,vibrant,round,organic
Guava,medium,neutral,round,organic
Pomegranate,small,vibrant,round,organic
Grapes,large,vibrant,round,organic
Apple,large,irregular,round,fertilized
Beetroot,large,dull,round,fertilized
Brinjal,medium,vibrant,elongated,organic
Ivy gourd,large,irregular,round,fertilized
Guava,large,vibrant,oval,fertilized
Grapes,medium,neutral,elongated,organic
Mango,small,vibrant,oval,fertilized
Carrot,large,irregular,irregular,organic
Mango,medium,dull,elongated,organic
Brinjal,small,dull,irregular,organic
Carrot,large,dull,round,fertilized
Carrot,large,dull,round,fertilized
Orange,small,irregular,round,fertilized
Brinjal,medium,neutral,oval,organic
Orange,small,dull,oval,organic
Pomegranate,small,neutral,irregular,organic
Banana,large,dull,irregular,fertilized
Brinjal,small,dull,oval,organic
Brinjal,small,vibrant,round,organic
Brinjal,large,vibrant,irregular,fertilized
Onion,medium,neutral,round,fertilized
Apple,small,dull,round,organic
Guava,large,vibrant,irregular,fertilized
Onion,large,vibrant,irregular,fertilized
Grapes,large,vibrant,oval,organic
Sapota,small,vibrant,oval,organic
Onion,large,neutral,oval,fertilized
Onion,small,dull,irregular,organic
Ivy gourd,medium,irregular,irregular,organic
Mango,large,vibrant,oval,fertilized
Onion,medium,vibrant,elongated,fertilized
Garlic,small,neutral,oval,organic
Grapes,medium,vibrant,round,fertilized
Beetroot,large,vibrant,round,fertilized
Guava,medium,vibrant,round,fertilized
Ivy gourd,large,irregular,elongated,fertilized
Pomegranate,large,dull,round,fertilized
Garlic,medium,dull,oval,fertilized
Grapes,large,vibrant,oval,organic
Grapes,small,dull,round,organic
Garlic,small,neutral,elongated,organic
Brinjal,small,dull,round,organic
Ivy gourd,medium,neutral,oval,fertilized
Guava,large,vibrant,irregular,fertilized
Grapes,medium,neutral,oval,organic
Apple,small,dull,round,organic
Ivy gourd,small,vibrant,oval,fertilized
Orange,large,dull,irregular,fertilized
Brinjal,small,dull,oval,fertilized
Guava,medium,vibrant,oval,fertilized
Banana,large,vibrant,elongated,fertilized
Sapota,large,vibrant,round,fertilized
Mango,medium,dull,irregular,organic
Papaya,small,neutral,round,fertilized
Brinjal,large,vibrant,oval,fertilized
Carrot,medium,dull,round,organic
Ivy gourd,large,vibrant,oval,fertilized
Apple,small,neutral,irregular,organic
Guava,large,vibrant,oval,fertilized
Banana,large,irregular,oval,fertilized
Papaya,small,vibrant,oval,fertilized
Brinjal,large,vibrant,oval,fertilized
Mango,medium,dull,irregular,organic
Sapota,small,irregular,oval,fertilized
Onion,small,neutral,round,organic
Mango,small,dull,oval,organic
Garlic,small,neutral,round,fertilized
Carrot,large,vibrant,oval,fertilized
Ivy gourd,small,dull,irregular,organic
Apple,large,vibrant,oval,fertilized
Grapes,small,irregular,irregular,organic
Apple,medium,vibrant,round,fertilized
Banana,small,dull,round,organic
Guava,large,vibrant,irregular,fertilized
Grapes,large,vibrant,oval,fertilized
Brinjal,medium,vibrant,elongated,fertilized
Apple,large,vibrant,elongated,fertilized
Apple,small,vibrant,oval,fertilized
Papaya,large,irregular,elongated,fertilized
Banana,medium,vibrant,oval,fertilized
Garlic,medium,neutral,elongated,organic
Papaya,small,irregular,oval,organic
Grapes,small,neutral,oval,organic
Beetroot,large,vibrant,round,fertilized
Sapota,large,neutral,elongated,fertilized
Orange,medium,dull,oval,organic
Onion,large,neutral,oval,fertilized
Sapota,medium,vibrant,round,fertilized
Banana,medium,dull,elongated,organic
Grapes,large,dull,irregular,organic
Ivy gourd,large,vibrant,round,fertilized
Banana,large,vibrant,oval,fertilized
Mango,medium,dull,irregular,organic
Mango,large,vibrant,elongated,fertilized
Onion,medium,neutral,oval,organic
Pomegranate,large,vibrant,round,fertilized
Sapota,medium,dull,oval,organic
Sapota,medium,neutral,irregular,organic
Beetroot,small,neutral,oval,organic
Pomegranate,small,dull,round,organic
Onion,medium,vibrant,oval,fertilized
Brinjal,small,vibrant,oval,organic
Banana,large,vibrant,irregular,fertilized
Apple,medium,vibrant,round,fertilized
Guava,medium,neutral,oval,organic
Beetroot,medium,dull,elongated,fertilized
Sapota,large,vibrant,oval,fertilized
Apple,medium,dull,round,organic
Brinjal,medium,neutral,oval,organic
Garlic,small,dull,round,organic
Apple,small,vibrant,irregular,fertilized
Guava,large,irregular,irregular,fertilized
Orange,large,vibrant,oval,fertilized
Orange,large,vibrant,oval,fertilized
Beetroot,medium,dull,elongated,organic
Orange,large,neutral,elongated,organic
Papaya,large,vibrant,oval,fertilized
Sapota,small,vibrant,oval,fertilized
Carrot,large,vibrant,irregular,fertilized
Ivy gourd,large,vibrant,oval,fertilized
Banana,large,vibrant,round,fertilized
Garlic,medium,dull,oval,organic
Carrot,small,vibrant,irregular,fertilized
Sapota,large,vibrant,oval,fertilized
Brinjal,large,dull,oval,fertilized
Beetroot,medium,dull,oval,organic
Beetroot,medium,irregular,round,organic
Ivy gourd,large,vibrant,round,fertilized
Pomegranate,large,dull,round,organic
Beetroot,medium,irregular,round,fertilized
Papaya,medium,vibrant,round,fertilized
Sapota,large,neutral,irregular,fertilized
Papaya,medium,dull,irregular,organic
Guava,medium,dull,irregular,organic
Banana,medium,vibrant,irregular,fertilized
Pomegranate,large,irregular,oval,fertilized
Ivy gourd,medium,vibrant,round,fertilized
Carrot,small,dull,round,organic
Grapes,large,vibrant,irregular,fertilized
